"k","seed","cpts","nit","nfolds","sum_loglik","ntests","test_steps","dataset"
2,2,1,500,20,-531.134760725208,2,"8, 20","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-514.712818859024,2,"22, 3","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-522.999826430786,2,"18, 12","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-454.109362097618,2,"7, 2","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-521.422258787941,2,"5, 11","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-522.235242757825,2,"11, 3","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-454.117088741068,2,"11, 2","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-464.43709417413,2,"12, 2","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-529.592307244449,2,"7, 13","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-461.511075800703,2,"11, 22","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-444.304622254863,2,"22, 2","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-525.645219557776,2,"15, 5","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-481.265701614401,2,"6, 16","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-516.448977669678,2,"11, 18","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-458.541318467843,2,"21, 2","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-543.880906578215,2,"8, 19","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-519.819912665414,2,"20, 13","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-502.840377449049,2,"14, 4","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-493.947114788889,2,"19, 6","all_evals_bbs_rtrg_1_11"
2,2,1,500,20,-619.232133267609,2,"12, 1","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-562.564761910098,2,"8, 20","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-633.883625614423,2,"22, 3","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-588.911035457475,2,"18, 12","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-569.50019286286,2,"7, 2","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-455.546425820972,2,"5, 11","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-644.855471045237,2,"11, 3","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-398.724666913978,2,"11, 2","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-405.668951245346,2,"12, 2","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-528.33535646577,2,"7, 13","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-414.450166288482,2,"11, 22","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-398.504355693907,2,"22, 2","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-465.663602022878,2,"15, 5","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-563.503361249782,2,"6, 16","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-591.476870264559,2,"11, 18","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-414.384659425869,2,"21, 2","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-548.166667152866,2,"8, 19","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-522.281667577165,2,"20, 13","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-411.297806218894,2,"14, 4","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-591.695671221985,2,"19, 6","all_evals_bbs_rtrg_1_11"
3,2,2,500,20,-500.614172982305,2,"12, 1","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-565.127999521589,2,"8, 20","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-647.204914256783,2,"22, 3","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-502.902327936577,2,"18, 12","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-580.3893949496,2,"7, 2","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-448.070289191969,2,"5, 11","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-652.057720681809,2,"11, 3","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-396.534664576749,2,"11, 2","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-391.050337411613,2,"12, 2","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-561.395650543383,2,"7, 13","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-434.703813161149,2,"11, 22","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-402.276039381157,2,"22, 2","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-483.804744386114,2,"15, 5","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-590.987914625307,2,"6, 16","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-514.237785498085,2,"11, 18","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-469.861913897872,2,"21, 2","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-569.226682391083,2,"8, 19","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-542.24180426622,2,"20, 13","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-443.001790650249,2,"14, 4","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-625.693868406148,2,"19, 6","all_evals_bbs_rtrg_1_11"
4,2,2,500,20,-496.780403600832,2,"12, 1","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-551.749993138026,2,"8, 20","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-608.773908361564,2,"22, 3","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-480.566895493946,2,"18, 12","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-591.528311103227,2,"7, 2","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-495.020442167673,2,"5, 11","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-721.787344191146,2,"11, 3","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-411.120954710946,2,"11, 2","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-397.538246135644,2,"12, 2","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-533.106412582678,2,"7, 13","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-428.884177279966,2,"11, 22","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-380.943007707954,2,"22, 2","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-520.278050531082,2,"15, 5","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-591.907950772635,2,"6, 16","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-482.564700130515,2,"11, 18","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-421.220532461141,2,"21, 2","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-555.357539278256,2,"8, 19","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-492.499962753079,2,"20, 13","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-546.34269836483,2,"14, 4","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-584.938076093953,2,"19, 6","all_evals_bbs_rtrg_1_11"
5,2,2,500,20,-574.039686941999,2,"12, 1","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-601.134117227613,2,"8, 20","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-607.944912047226,2,"22, 3","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-581.709158433541,2,"18, 12","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-575.197077402169,2,"7, 2","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-555.370118585411,2,"5, 11","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-673.754845771548,2,"11, 3","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-472.587242098977,2,"11, 2","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-474.14484284028,2,"12, 2","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-602.349137675837,2,"7, 13","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-506.9307129581,2,"11, 22","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-474.613810680041,2,"22, 2","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-583.589097284167,2,"15, 5","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-543.746730040035,2,"6, 16","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-550.779570152989,2,"11, 18","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-489.466734947062,2,"21, 2","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-639.374442887437,2,"8, 19","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-531.556009807547,2,"20, 13","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-599.144463315727,2,"14, 4","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-588.955870772072,2,"19, 6","all_evals_bbs_rtrg_1_11"
6,2,1,500,20,-652.640694179764,2,"12, 1","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-629.306546474464,2,"8, 20","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-665.057695651758,2,"22, 3","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-581.814702008312,2,"18, 12","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-628.8381676988,2,"7, 2","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-645.355822312295,2,"5, 11","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-715.739613534116,2,"11, 3","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-567.040399853624,2,"11, 2","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-561.88899491939,2,"12, 2","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-543.211867911031,2,"7, 13","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-549.370993891459,2,"11, 22","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-576.974000547564,2,"22, 2","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-607.918547962254,2,"15, 5","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-573.602375620856,2,"6, 16","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-575.446924391057,2,"11, 18","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-572.463984683879,2,"21, 2","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-647.720173218878,2,"8, 19","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-626.849501413455,2,"20, 13","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-633.259709760283,2,"14, 4","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-608.09626938254,2,"19, 6","all_evals_bbs_rtrg_1_11"
7,2,0,500,20,-758.719341988257,2,"12, 1","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-605.382064839982,2,"8, 20","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-643.754711105292,2,"22, 3","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-603.167806158981,2,"18, 12","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-570.94531389011,2,"7, 2","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-540.216496253078,2,"5, 11","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-744.407143850596,2,"11, 3","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-476.714760533042,2,"11, 2","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-465.502675176226,2,"12, 2","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-605.0230190839,2,"7, 13","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-523.876613073904,2,"11, 22","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-523.104695440976,2,"22, 2","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-579.294375676427,2,"15, 5","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-563.005215346383,2,"6, 16","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-594.043281439472,2,"11, 18","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-494.840935325748,2,"21, 2","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-657.842923657139,2,"8, 19","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-555.176621577673,2,"20, 13","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-584.342047523908,2,"14, 4","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-666.150975299722,2,"19, 6","all_evals_bbs_rtrg_1_11"
8,2,1,500,20,-666.693829810803,2,"12, 1","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-637.057090034102,2,"8, 20","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-657.496104037103,2,"22, 3","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-598.619009200016,2,"18, 12","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-638.14360677278,2,"7, 2","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-636.930806576853,2,"5, 11","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-766.25746304983,2,"11, 3","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-562.642822132907,2,"11, 2","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-566.076604071164,2,"12, 2","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-552.676509051162,2,"7, 13","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-554.478916459748,2,"11, 22","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-586.319668103198,2,"22, 2","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-615.193205122713,2,"15, 5","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-565.908083551669,2,"6, 16","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-582.767053557645,2,"11, 18","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-580.613763250822,2,"21, 2","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-688.586548951178,2,"8, 19","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-620.890349961762,2,"20, 13","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-648.717930437392,2,"14, 4","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-638.551723888815,2,"19, 6","all_evals_bbs_rtrg_1_11"
9,2,0,500,20,-761.441024940332,2,"12, 1","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-630.025111206437,2,"8, 20","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-671.068606669752,2,"22, 3","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-606.281229360086,2,"18, 12","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-635.982572263614,2,"7, 2","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-636.698031709697,2,"5, 11","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-763.696255371675,2,"11, 3","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-560.861740135729,2,"11, 2","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-565.868242915879,2,"12, 2","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-547.952218929868,2,"7, 13","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-560.919391037518,2,"11, 22","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-596.696546439114,2,"22, 2","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-613.634958911863,2,"15, 5","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-594.926113789072,2,"6, 16","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-591.421770204536,2,"11, 18","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-580.359887675162,2,"21, 2","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-688.713206501384,2,"8, 19","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-633.403819080916,2,"20, 13","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-646.528141035136,2,"14, 4","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-637.552916270699,2,"19, 6","all_evals_bbs_rtrg_1_11"
10,2,0,500,20,-762.914474427089,2,"12, 1","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-558.706023891861,2,"8, 20","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-508.113301262522,2,"22, 3","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-507.106281596847,2,"18, 12","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-490.08869456607,2,"7, 2","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-539.718113787983,2,"5, 11","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-539.031487967042,2,"11, 3","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-468.902214570004,2,"11, 2","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-467.657383333652,2,"12, 2","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-575.001250315035,2,"7, 13","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-482.155739317898,2,"11, 22","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-451.445113721072,2,"22, 2","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-507.174612339353,2,"15, 5","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-495.458371198239,2,"6, 16","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-500.548126382143,2,"11, 18","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-447.846243976704,2,"21, 2","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-578.585754578199,2,"8, 19","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-518.067968070244,2,"20, 13","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-504.952057054774,2,"14, 4","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-532.01102530084,2,"19, 6","all_evals_bbs_rtrg_1_11"
2,4,1,500,20,-606.040976565955,2,"12, 1","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-512.614016095551,2,"8, 20","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-475.459263617751,2,"22, 3","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-456.667026063167,2,"18, 12","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-572.902110185783,2,"7, 2","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-450.464941926256,2,"5, 11","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-478.048285893831,2,"11, 3","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-395.554997582288,2,"11, 2","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-384.147850818964,2,"12, 2","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-561.183304310504,2,"7, 13","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-417.154653530794,2,"11, 22","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-373.671933667587,2,"22, 2","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-477.726490972224,2,"15, 5","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-502.37539747557,2,"6, 16","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-468.747737206768,2,"11, 18","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-398.505692667412,2,"21, 2","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-537.352425855406,2,"8, 19","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-516.028152856974,2,"20, 13","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-412.804443908092,2,"14, 4","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-525.434989506521,2,"19, 6","all_evals_bbs_rtrg_1_11"
3,4,2,500,20,-489.839360105204,2,"12, 1","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-527.201575254913,2,"8, 20","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-532.715348611602,2,"22, 3","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-584.068011273147,2,"18, 12","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-591.168251164898,2,"7, 2","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-455.440461357382,2,"5, 11","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-536.147833472728,2,"11, 3","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-417.514652705145,2,"11, 2","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-405.513480028987,2,"12, 2","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-538.1547912398,2,"7, 13","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-442.741535751935,2,"11, 22","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-411.335682497001,2,"22, 2","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-487.571156597922,2,"15, 5","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-561.783691105495,2,"6, 16","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-598.248263203824,2,"11, 18","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-435.168831440237,2,"21, 2","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-609.826800947799,2,"8, 19","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-501.8584777638,2,"20, 13","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-445.9639048297,2,"14, 4","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-635.713630947099,2,"19, 6","all_evals_bbs_rtrg_1_11"
4,4,2,500,20,-498.541486753625,2,"12, 1","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-597.933863693606,2,"8, 20","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-578.08829272787,2,"22, 3","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-547.826315170345,2,"18, 12","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-577.915955565923,2,"7, 2","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-536.605119040923,2,"5, 11","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-588.137126119221,2,"11, 3","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-487.319868461214,2,"11, 2","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-471.827814332544,2,"12, 2","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-607.365963441508,2,"7, 13","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-516.058030563765,2,"11, 22","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-477.236516656296,2,"22, 2","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-538.445753453032,2,"15, 5","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-559.36275146503,2,"6, 16","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-543.155488529773,2,"11, 18","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-490.410745594828,2,"21, 2","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-590.994850293525,2,"8, 19","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-540.313991113354,2,"20, 13","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-546.393425589993,2,"14, 4","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-596.431935886553,2,"19, 6","all_evals_bbs_rtrg_1_11"
5,4,1,500,20,-635.534911487782,2,"12, 1","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-630.683771497855,2,"8, 20","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-559.804638625386,2,"22, 3","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-622.300977127906,2,"18, 12","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-569.44833113376,2,"7, 2","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-528.072653429933,2,"5, 11","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-583.265329815518,2,"11, 3","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-482.869540568859,2,"11, 2","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-468.749574111828,2,"12, 2","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-616.823817832118,2,"7, 13","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-513.588317283674,2,"11, 22","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-484.328719666226,2,"22, 2","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-553.446390589929,2,"15, 5","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-557.158435556975,2,"6, 16","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-622.160745299907,2,"11, 18","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-523.985954224207,2,"21, 2","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-635.781101073267,2,"8, 19","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-593.9663525277,2,"20, 13","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-553.099709983524,2,"14, 4","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-636.865817420185,2,"19, 6","all_evals_bbs_rtrg_1_11"
6,4,1,500,20,-612.661414517324,2,"12, 1","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-647.505924447495,2,"8, 20","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-641.076752968307,2,"22, 3","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-567.778421123717,2,"18, 12","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-637.743335770445,2,"7, 2","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-643.660752109284,2,"5, 11","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-666.889040979819,2,"11, 3","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-564.926916375299,2,"11, 2","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-548.334044811909,2,"12, 2","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-562.645628927871,2,"7, 13","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-544.107886316894,2,"11, 22","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-576.438497384805,2,"22, 2","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-603.813665607951,2,"15, 5","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-577.93128656358,2,"6, 16","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-571.395583295484,2,"11, 18","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-569.589108400408,2,"21, 2","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-665.313208798942,2,"8, 19","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-622.996511151235,2,"20, 13","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-639.408319060001,2,"14, 4","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-633.513694987032,2,"19, 6","all_evals_bbs_rtrg_1_11"
7,4,0,500,20,-755.16033872701,2,"12, 1","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-646.349256833084,2,"8, 20","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-585.90444771371,2,"22, 3","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-704.875893946404,2,"18, 12","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-582.538560344927,2,"7, 2","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-559.76504804727,2,"5, 11","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-576.510801234388,2,"11, 3","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-485.879469665585,2,"11, 2","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-472.301284012853,2,"12, 2","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-577.984555770622,2,"7, 13","all_evals_bbs_rtrg_1_11"
8,4,1,500,20,-524.574458709162,2,"11, 22","all_evals_bbs_rtrg_1_11"
